text,label
May you always look up and look at the world through a lens full of curiosity. @ Lacy Park,2
#lemospumpkinpatch #trio ️ cali._.415 prvnceant to cool for the…,0
@user square up,1
@ City of Inglewood,3
my loves @ Luther Burbank Auditorium,2
Waiting for Little Big Town to start! #dreamon2016 #thankyouplexus …,2
Jax is one hot tamale @ These Days,3
"@user haha I meant to tweet earlier ""I wonder what gay shit nick's gonna tag me in today""",1
We are so proud of this squad! Second place this weekend! Nice work boys! Thanks for…,2
• there's just something about Arizona that captures my heart ️ • @user,0
There's something so romantic about an old car and suspenders .....Tap for Vendors…,2
My boyyy!! ️ ️ #babyluciano @ Scripps Memorial Hospital La Jolla,0
Blue...it's the entire script to Jumper,3
Omg!!! Are these some puppy pouty eyes or what?!?! #haleslabradoodles #halespamperedpooch…,1
Watershed I love you so much ️ #instagram #frenchgirl #follow #comment #watershedfest @ The…,0
Private cabana done right because a chandelier while poolside is . Here's your next Tuesday…,3
Weekend adventures @ The Avenue,2
Missing my frat star !!! @ Las Vegas Strip,1
"Such a great day, and it's not even 11am yet! 7am gym session with @user at…",4
"Me. ""are you taking a picture of me?""Answers. ""no, I'm not!"" @ Rancho Palos Verdes,…",1
Just another Central Oregon sunset. Nothing to be excited about . I hope everyone had a great…,1
"@user killed it at #swatopia b2b after party set was @ Lake Havasu City, Arizona",3
"So, #circleoflights is now trending on Twitter, but by the looks of it, the denizens of #Indianapolis don't get out much. #flyoverstates",1
"Melting in the #mission @ Mission District, San Francisco",3
"Sun shinning so bright I ain't gon lie, summer was lit @ San…",3
I wonder what his favorite E-Juice is,1
LMAO! This is me and my mom on a weekly basis!! #worksbothways…,1
"Last Oct, at a wedding with my brother and sister in law #cantstopwontstop @ Lake Oswego, Oregon",1
We all have that one nosey neighbor #doetheneighbor @ Scotts…,1
"Shitty quality picture, good concerts, and great people! #JustinBieberConcert #RoommateGoals (I…",2
"Humoring myself tonight #sweetdreams @ Ashland, Oregon",1
No I don't have any carrots!! #seattlepoloclub #horse #horses @ Seattle Polo &amp; Equestrian Club,1
making the SWEETest memories during the holidays first with a quick drive to Candy Cane Lane ️,0
"Today, I found my happy place @user ️ @ The Last Bookstore",0
"@user ""stuff I used to do""",1
Burning the midnight oil with the crew packing up these #Paleo meals. No sleep til the job is done.…,3
Currently on this cute LWD for summer and it's only $48! For those of you…,2
Next Saturday November 28th join me at @user for a luscious evening Yin yoga class…,2
"Love my family ️ ️ ️ ️ @ Mohave Valley, Arizona",0
"#whattheheck #soweird #solybaboly @ Uptown Whittier, Whittier",1
Charlie is starting her own Bratz Doll Series! Lol:). #6yrsold #birthdaypartyday #myday…,1
"Thankful for the slow pace up here. Oh and ""she wasn't tired"" @user",1
My stunningly beautiful friend and Vegas model Sam kittensparksmeow . #briandotyphotography…,3
As long as all hearts and minds are clear...#fatandhappy @ Halcyon East Village,1
"White Girl in Repose, by Jordan Main @ Manito Park",1
Lol selling cloths to Stoner's is pretty entertaining for the most part. Someone's attempt to…,1
Taylor in a mess again #cat #cats#catsofinstagram #catsagram #catlovers #kittens#tabbycat…,4
"Chocolate and coconut and coffee. (at @user House in Castaic, CA)",4
Vegetable Jalfrezi so good thank you @user turned out perfect. #vegan #veganricha…,2
When the pits get into your shit!!! #pitbulls #bluenose @user,1
#Colormelt for my cousin ️ ️by Mary Rose #hairbymaryrose #cosmoprofbeauty #cutandcolor #olaplex…,0
@ The Shrimp Lover,3
"Nice outing @user @ Hawthorne, California",4
"@user @user aw you're so sweet,thanks love",2
Love this lady! Hustla ️ natallia25 @ Pala Casino Spa and Resort,0
• •#love #choselove @ The Cosmopolitan of Las Vegas,2
They said to go here. What should I get? portosbakery #foodtrip @ Porto's Cuban Bakery in Downey,4
@user @user oh I dont mind at all I love drawing,4
"Ghostly fireworks... @ Marina Del Ray, Marina del Rey, California",3
Everyone in Tarantino blew me away. I love @user and everyone involved with the scene night @user,2
I love shopping @ The Outlets at Orange,4
Teaser..... By @user for naturalcannabis featuring designs by @user modeled by…,2
She thought I was just getting some nice pics but.. #PokemonGo #TeamValor #nerds #asian @user,1
Every single morning I miss this view. #FBF #adoptdontshop #petsofinstagram #pigsgramlove…,2
"my #Recycle sign @ North Hollywood, California",4
"Real love. ️ @ West Hollywood, California",0
gird ur loins @user are @ Rickshaw Stop,3
Next week is goanna be one of the littest variety.. Celebrate the 1yr anniversary of my 1st…,3
"My #WCW @ Laguna Hills, California",1
When the whole squad trying to catch on the gram. #muirAF #squadgoals #latergram (Great…,3
@user type sane so it make it look like you meant to say same,1
Turnip with the homies. @ Staples Center- Los Angeles Lakers,1
New Arrivals daily #christmas #shopping #downtown #victoriabc #yyj #yyjshopping #mangosboutique…,4
Happy BDay to my super dope intoxicated PR @user @user @ L.A. LIVE,1
Too much Sauce @ MGM Grand Las Vegas,3
Let's dance through transparent shadows and fall into the arms of destiny #travel #journey…,4
"Throwback Roasted Tomatillos. Salsa recipe is on the site if ya want. @ Seattle, Washington",3
Happy birthday beautiful @user You are a LIGHT and a GIFT to the UNIVERSE! @ Katsuya…,2
#TBT to @user #Region63 their #apparel #game was back in #1993 #GrassrootsFootball…,3
"The first time I heard ""Cold Water"" in the radio! justinbieber majorlazer @user @user",1
"Hey @user is it okay to ""Accidentally"" trip a child",1
"#Love #LoveEm #GodSaidIt @ Sacramento, California",0
reunited in San Diego ️ #catchups #thatviewtho #wheninsandiego #allthemexicanfood…,0
"Just a little reunion -Gikariz- @ Beverly Hills, Beverly Hills, California",2
Friend @user naturalcannabis @user @user @user @ Downtown…,2
"@user overworked, harassed, judgmental, skeptical, stretched thin, British housekeeper Sounds like a perfect fit,",4
Wishing this special lady the best of birthdays! Love you mom @ San…,2
"I miss y'all! #imtala17 #nealhamilagency @ Los Angeles, California",0
Repost merigirl8 Happy Thanksgiving!! Pie in your face! @user It's war! Be very…,1
"GRANNY AND MADDI @ Stockton, California",1
#tbt to #2008 at Six Flags with these funny guys!! Such a fun day!! #magicmountain @ Six Flags…,1
"@user Awesome PAWESOME love, we the box!",2
B E L O N G I N G | When you can't get to Nashville so Nashville comes to you. ️ (repost…,0
@user is back for round 2 #tacoselgordo #tacothursday he says @ TACOS EL GORDO,1
Tulips at River Cafe after a great chiropractic @ River Cafe Santa…,4
HAPPY BIRFDAY @user #TURNUP @ Caroussel Restaurant,3
Good morning good people! #sothishappened I didn't have my purse or a basket yet.... Does this…,4
Happy Father's and Happy Birthday Emily!! #SAUSAGES #LifeOfPets #PokemonGo #cpk #blababooth @user,1
Infinity pool..... @ Post Ranch Inn,4
@user came to #Vegas to speak at #wwdmagic on the #artofstorytelling he wore #mrturk @user,4
#seabass for dinner tonight with @user @ The Royce Wood-Fired…,0
@user @user oh yeah Tru Tru,1
Flash day letitbleedtattooslangford for a great cause #inked #letitbleedtattoo #flashtattoo…,4
You know it's been too long when... @ Ollo Restaurant Malibu,1
Petting zoo ... a big hit @ Santee Lakes Campground,4
Happy Saturday! We ️ to help! We ️ medicine! #entrepreneur #skmbc #skmed #heathcare…,0
Dinner on Sunday chicken calabrese style with roast potatoes and salad #chickencalabrese…,4
THis Wednesday 4/20 we goin set the Town on we at @user w/ @user,3
"easy money @ Cupertino, California",1
I'm alive! #MheeWiwCute2InAmerica @ Holiday Ice Rink at Embarcadero Center,1
I can't believe all these things are actually happing in my life right now #feelinghappy…,4
️ out new menus!! Thanks cassiet12 you are so talented we are so lucky to have you :) :)…,0
"Yesterday with my sister! She made the @ Menifee, California",3
Cheers to a great weekend with even greater cousins to celebrate Seani getting married …,2
"This crew branchingstream rachelrameywarbler walkersmooth @ Fairfax, California",2
But it's nuthinnn ha this world full of fake bitches,4
Just another happy customer. #thelalas #burlesque #burlesqueshow #comicbook #comic @ Manhattan…,0
When the pump is real and you gotta take a pic with your homie in the middle of your workout …,1
I said yes!!! ️ @ Disneyland &amp; Disney California Adventure Park,0
Riot on the B E A C H and party in the street #RIOTonthebeach #PARTYinthestreet @ Pink…,3
It was an awesome thanksgiving!!!,1
It's lit @ Regal Pioneer Place Stadium 6,3
"We got fireball whiskey !! #xmaseve2015 @ South Gate, California",3
Absolutely in live with this #rosegoldglitter by @user ️ ️ ️you can use them on the…,0
@ Dolby Theatre - Home Of The Oscars,2
Happy Bday @user Drais with the #MarqueeFam #HappyEaster @ Drai's Beach Club Nightclub,3
Squad goals #DNCE @ The Fillmore,2
@user and it'll help you fall asleep,1
Look at all these adorable Pacific Heights doggies ️ #sanfrancisco #dogs #sf #iloveSF #alwaysSF…,0
"Fire Breakers from Japan.. #FreestyleSession #HipHop #Cali #LA @ Los Angeles, California",3
@user I'll be back soon,4
Bowling with my brothers. Hair on volume 10 ️ ️ @ Plank at Jack London Square Oakland,0
Little beauties left by fourfires we are so lucky to have rad people left on the planet.. @user,4
Clippers game @ Staples Center,3
She copies the faces made at her lol @ Magazine street in the…,1
Thank you makeupby_jazmins for the makeup session yesterday! It was so much fun I learned a…,2
️ @ Clancy's in Seal Beach,0
My first Vegas job was full of color wellaeducation @user @user #me #girl…,1
Our 2017 Satin collection will be available at West Hollywood Equinox. @ Equinox West Hollywood,2
#juicyj #cannabiscup #live #hightimes show was too #cannabiscup #highlife #stoners…,3
Alec's sick Gulf-inspired Vantage. #astonmartinbeverlyhills #ambh #astonmartin #aston…,3
love of my life finally got that Oscar @ Dolby Theatre,3
"My beautiful curly girl Vanessa says: ""The bounce is back..."" Love my curly…",2
"Goodnight ️ #Ipray #goodnight @ San Bernardino, California",0
Best Birthday ever! My Dad surprised Me and made my birthday soooooo special. I my Dad so…,2
"""I promise you I will treat you well my sweet angel, so help me, Jeeeeeeeeeeesus!"" Live music cures the...",4
Me modeling these awesome retro sunnys I'm about to list in my #poshmark store #CuteKittyCloset …,0
@user @user went really well so interesting working with delegates I completely forgot to tweet!,4
Priyanka Chopra y Rooney Mara. #Oscars2016 #Repost @user with repostapp.・・・ loving…,2
Our hat game is on point Check out our newest collection items on,3
Love client selfies!! #brecynbalayage #blondebalayage #brecynsalon #hairpainting…,2
Cool Fire Dude @ Pali Adventures,3
Sometime you need a little Campfire to bring friends and family closer together....…,3
"My Sunday candy, my favorite guy #365 @ Six Flags Magic Mountain",2
"I'm officially a blonde now after months of waiting! Yesterday, I found THE PERFECT stylist…",2
Wild roses &amp; evergreens. #roses @ Montague Harbour - Galiano Island,2
#LashAddicts in the #LosAngeles area we need #Models at our #SantaMonica location email us at…,2
"Tonight at diamond.sf 6-9 ! Product giveaways, free PBR, and music provided by Baby J @ Diamond…",3
Just Call Me Ivy #SanFrancisco @ San Francisco Botanical Garden,3
something is definitely wrong with us if we're smiling &amp; having fun on school grounds...,1
Put My Hands On You // This is gonna be my last for now lmao IM TIRED A F #DEAN…,1
"Need some Chadol (@ Manna BBQ in San Diego, Calif)",4
Happy 14th Anniversary! Here's a pic of Mom and Dusty holding their gift i gave them @user,4
@ Queen Bee's Art &amp; Cultural Center,4
It's so tiny and cute and so basic but idgaf omg @ Wicked Artistry,2
@ Inn at Laguna Beach,2
"Another picture cause I miss you already! So proud of you, Savs …",2
"To beaches and Moms @ Carmel Beach California, Pacific Ocean",4
#fbf @user #sotd straight up mood @ NOS Events Center,3
WE TURNING ALL THE WAY UP TONIGHT IN #VEGAS AT @user #YEAHHHH @ McCarran Int'l…,3
"So happy! @ Bothell, Washington",4
DILLON FUCKING FRANCIS @ Hard Summer Music Festival,3
We are so glad those two lovely girls went to visit us at the @user thank you…,2
"Babeh, you kno I can't wait to see who made this. #wearechicago #indiecade2016…",1
Ooooh my... Dem girls were acting crazy again . And this tine with gudui @user who…,1
Did some consultations @user #WestHollywood today. I love my oversized sweater…,4
And hanging out with one of the most beautiful people I know ️ #BFF #LosAngeles #DTLA…,0
"If you like to laugh and I'm sure you do, Alpha Gamma Delta is the one for you! Thank you so…",2
"Tonight at @user As @user mentioned ""Bring your ho ho hos to the dancefloor"" …",1
HAPPY BIRTHDAY TO US! Thank you so much for your support over these past 2 years! None of this…,4
Vegas last Saturday! @ Treasure Island Hotel &amp; Casino,4
"thanksgiving wouldn't be the same without bad gal, drake, yellow claw, &amp; waka flaka // just…",3
lovely water view earlier today with my mom @ Island Prime / C Level,2
it only took 6 years but I finally saw @user live @ The Irenic,2
"03/08 Favorite Hauls OG Tommy button shirt, OG Dolce &amp; Gabbana…",3
Fiesta! Foreva! All night long! @user outsidelands #music #outsidelands #legend…,0
#Repost @user with repostapp.・・・#StardomAveSoundLab #StardomAve #TheRealDjAyo #AWA…,3
"I mean are you kidding?? ️ #Yosemite #yosemitenationalpark @ Yosemite Valley, Yosemite National…",0
"I praise you, Lord, for I am fearfully and wonderfully made. - Psalm 139:14a #senioryear…",4
Christmas time in the city with the family ️ @ Century City Mall,0
baseball over sunset + hotdog = @ AT&amp;T Park,3
I had such a great birthday with you #BlaineAndMorganTakeSanFran #forever21 #alcatraz @user,2
Goodnight! What a magical way to kick off March. Looking forward to an exciting month ahead …,4
"(@ Golden Gate Bridge - @user in San Francisco, CA)",2
Tee Times are gonna be a little delayed today. Got some white debris on the course @ Esmeralda…,4
"Go support me and the team and download ""No Hook"" . Get it on ITunes today! @ Los Angeles,…",3
"Valentine's Day is just around the corner... @ San Francisco,…",1
"Missing all my GCU friends, including this pretty lady @ Santa Barbara, California",2
I guess you can say I wear a lot of #PushTreesClothing.. Teehee! Anywho! The homies got their…,4
Drop the Game - Flume,3
New mixtape available now from Gods Only!!! Shit is gunna be Shoutout to the Eastside @ Las…,3
She wanted to wear my race number and run around the backyard #girlpower #toughchick #runner…,2
The view today. #theoasis #home #lasvegas #vegaslife #pool #spring #clouds #cloudporn…,4
"Make this your weekend plan Lineup: Alexa 6, Angie 9, Audrey 6, Camilla 8, Carly 8, Daniella…",4
She's my fave ️ olivia_lily_rad #artsdistrict #dtla @user #sixyearsold @ Villains Tavern,0
"Reunited with my Yadi.. and yaiiiiii, missed you lil' lady yadiralopez @ Staples Center / LA…",2
Trailblazers vs Clippers game with @user fun times! Too many funny moments! (bus why…,1
"This one had me @ Chula Vista, California",1
I love you ️ ️ ️ ️ ️ ️ @ Dave &amp; Buster's,0
We always start somewhere @ Temescal Canyon Trail,4
"T H E T H R I L L @user @ Fontana, Auto Club Speedway",3
My parents told me I couldn't climb any higher cause I already spend too much time with Laura @ Red…,1
Almost there... Just two more spoons!! #travelismypassion…,4
our new mixtape is @ Highway 14,3
#airbnbopen meeting a graffiti artist!! @ Nice Kicks,4
We danced and hugged and hugged some more and I'm so happy @ Pooh…,2
Hello!!! (Not in my Adele voice )Catting off wit lil bro bout to hit these friendly…,1
I just listed this wonderful West Covina home Call today for a private showing before it's…,2
Some super exciting new designs are being added to Etsy!! @ Native Hearts,2
"Tunnel of love ️ #littlewhitechapel #drivethrou @ A Little White Wedding Chapel, Las Vegas",0
"Sneaking a few minutes to herself! One of my beautiful brides, Courtney! Photographer…",2
My sick-ish #selfie #nomakeupmakeup cant wait to go home 1 more night in #sincity #travels…,4
Why do we STARE at Fire!? new video at @ YouTube Space LA,3
Lovely loves...! ALL our whole food based cleanses are on huge sale through the weekend! Stock…,2
Back in #LA for a day and so happy to be reunited with @user @user moraly @user …,2
From an awesome shoot with Audreanna (of_sin_and_siren).....#sportsillustrated #Playboy…,3
We had a custom sketch done of Steamboat Willie to take home! We ️ it! This is the boys with…,0
I swear we work! #seattle #holidays #nordstromrack #officelife #werkwerkwerk #ilovemyjob @user,1
Last night we got upgraded (again) to 3rd row @user #sofun #welovedit #bestsurpriseever…,3
"Thanks guys! This day couldn't have gone any better! #23 @ Santa Monica, California",4
I mean... This is true love :3 ️ #hollywood #walkoffame #love #scarlettjohansson @ Hollywood…,0
The newlyweds stealing a moment together after the ceremony #huangfullymarried omnilacosta…,2
Sweet dreams friends #lifequotes #ilovemydog #ilovelife @ Sunol Ohlone…,4
Daddy @ Beverly Wilshire Beverly Hills (A Four Seasons Hotel),2
"LUUUDA 2 x $ 125 MX. *** FIRST COME, FIRST SERVED ***#veggiesmalls #streetfood #tijuana…",3
Mood asf too funny #toofunny #me #hilarious #innerme #rap #remix #edm #follow #happy…,1
Our first time in #downtowndisney ️ with bae @user #PnK #december2016 #disneynecklace…,0
Happy #nationalicecreamday @ Sweet Rose Creamery Beverly,4
"missing SF already. Take me back #fullhouse #sf #bayarea @ Alamo Square Park, S.F.",2
Laughter is the Best Medicine #bibtoycombo #selfiesaturday…,1
I can finally tell her im starting them.. This week im going to get an estimate.,4
It's all about the lighting #snapchat #bringtherosefilterback #la #hollywood #model #fitness @user,1
"It's about freakin time! 1 whole eyeball is BALD!! (@ Sassy Lashes in Henderson, NV)",1
You can always count on @user to bring that #airimitatesreality #bob #air #rap #hiphop…,3
Day off @ Hollywood Hills,4
Thankful AF for this one and my Bastyr famiry ️#dayone @ Bastyr University,0
feral_faun this is Y UR kind of place. #peacegarden #zen #ohm…,0
️Finley! What a little weirdo! @ Morro Bay Beach,0
"Why else would I be in West LA?! No matter what, whatever the…",4
Shameless selfie . I'm alive! I miss so many people but know this time is crazy time and hope…,4
"Lights, cars and photographers , just waiting for the event to start @ Exotics Racing",4
Disneyland round 4 with my #bff ️ #happyplace #disneyland60 #SoCal @ Disneyland/California…,0
Finally back at my favorite place ️ @ Bass Lake C.A,0
Could we BE having any more fun at Bring Your Parent to Rock Week!!!??? #schoolofrock…,1
Congratulations! #lisawedsbrian #weddings #ranchovalencia #resort #spa #delmar #california @user,2
We will forever get up at 2 am to power-walk for you and #WingsForLife! #TeamCory @ Santa…,2
I'm trading baby daddy's bitch for this one... I'll call him sancho! Oh yeah..#BMW #BMW750I…,1
When @user runs through your sunset picture #latergram #zumabeach #malibu #losangeles…,1
"Happy Thanksgiving @ Ventura, California",2
"what should I try? O que devo tentar? #skatelife #megaramp #dreamland @ Vista, California",4
#vinceourprince &amp; #mylittletony !! Happy Thanksgiving family &amp;…,2
Have I ever mentioned how much I hate shopping? It's just make-up people!! All for my…,1
"What to do and where to eat ?? (@ City of San Francisco - @user in San Francisco, CA)",1
@user sweet. Hope I do too.,4
9th Annual Spring Golf Classic at MountainGate Country Club #beautifulday #mgcc @ MountainGate…,4
@user im gonna laugh my ass off when we knock the Skins out of the playoffs AGAIN! Proud of this team! #GoHawks,1
#Citynightshift is lit @ Urban Lights - LACMA,3
I love you @ Alder Lake,2
What a delicious way of eating Polenta #Plant-based #veganfood #cafegratitude @user,2
Bundled up for the night #babyitscoldoutside #bigkid #PrincetheFifth @ Double Nickle Ranch,4
These two #fbfriday #myheartandsoul #stillmybabies #mickeymouse #disneyland @ Disneyland,2
I asked for one brave soul and got two volunteers! oliviathechocolatemuffin @ Mission Dance &amp;…,4
Yakitori to go! Oh yeah! #firesidesd #legalrestaurants #yakatori #binchotan #libertystation @user,4
Sermon Today @ Mosaic,3
"Good morning girls! We are now on @user it's similar to Instagram, except it's all…",4
Check out our #599budgetbabe mychicobsession modeling our Items &amp; looking great Show us how…,2
Me and the homie #MikeTrout today. #FanLove #anaheimangels #mlb @ Angel Stadium of Anaheim,1
"""@Fitsyx: ""Omg what if your pregnant!!""Omg what if I knock your ass out !!!!""-- savage",1
"#IloveyouMom "" Great time at Church "" Love ️ the support "" @ Rhodes Ranch Community",0
If you read horoscopes youre FUCKING faggot,4
#Adele #LA #DreamComeTrue #Thankful @ Staples Center,4
Crown &amp; Coke in hand @ Thunder Valley Casino Resort,4
"Not the #firefall, but a snowy, fiery Half Dome @ Yosemite National Park",3
"The real reason why I miss my moms. #jk #pozole #homecookedmeals ️ @ Arvin, California",0
"(@ Noodle World in Alhambra, CA w/ @user",4
thats amore ️ @ Maccheroni Republic,0
Had a great weekend with my silver girl @ Stewart's Arena &amp; Stables,2
tbt Coco's first time at the @ Black Rock City,3
Next semester is going to be lit @ Washington State University,3
These two cuties have been to all the church services today... They are simply amazing... @user,2
"The best times are with Darian ️ @ Galt, California",0
Who's the leader of the club that's made for you and me? @ Disneyland,0
Hanging with you #johncastellfinearts #findyourscene #sandiego #california #selfie #august2016…,4
New Website coming soon... #AmberleeBeauty @ Alfred Coffee Brentwood,2
Flashing mommy and daddy's Christmas money,1
#ciscofamous love it lol @ Cisco Headquaters,1
Need to stop and take a pic here..#beverlyhills @ Bel Air Beverly Hills LA,4
A savory quinoa salad #bomb #foodieproblems doesn't it look good.…,4
@user is out Issue 2 go get a copy I'll signed for you ️by malachibanales and saratintari…,0
"Vitamin Sea is so good for you Beautiful magical sunsets on Mystic Beach, Vancouver Island.…",4
Ran into this #viral video star today! #Alan! #AlanAlan! #ThisIsBoise #hikingadventures…,1
@user @ BOOMBOX,3
"Don't settle for anything less than crazy, stupid love. #swirl #myman #inlove @ Sterling Hotel…",2
"Couldn't have done it without them @ California State University, Monterey Bay",2
Until next time Britney @ Theatre for the Performing Arts,2
westside connection @ San Fernando Valley,3
This is the most adorable gift! So many feels. #weddingdress #imgettingmarried #howcuteisthis…,2
Good morning. Perfect time for an brisk (icy cold!) walk to the coffee shop for morning…,4
The family is officially together for Christmas Welcome home Mike!…,4
"1 week @ Olympia, Washington",3
The perfect place to hang out @user #stayingwarm #bythefire @ Miramonte Indian Wells…,3
TONIGHT!!! @user at @user on Oct 13th w #MUCHODJS spinning Puro #CUMBIA ALL…,3
A day at the @user #jellyfish #familyday @ Monterey Bay Aquarium,4
Party Heart - Rick Ross,3
I DIDNT REALIZE YOU CAN HEAR ME SINGING #summercrush @ L.A. LIVE,1
Donna's steroidal Blossom Russo hat is just for you @user Also: I would wear the…,4
Company's Holiday Dinner @ Flame International,2
@user @user wait no Koko you get extra cause ur my sister in law and I love you,2
Here's my #stopdropandspin for the lovely @user passing the flow to veiled_hoops…,2
"Best Friends! ️ @ San Diego, California",0
Who's in the mood for #InNOut right now? #MuchoMachoMichelada #ILoveMicheladas…,1
Familia Mares ️ #2016 @ Olive Garden,0
#Repost @user with repostapp・・・My clients are so awesome Thank you to every single person…,2
The Flamingo one piece. A favorite for so many reasons. ️ winnerdrahma wearing @user,0
Currently cuddled up with my favorite babes. Happy birthday dimebagdarla we love you so much @user,2
Both plates are mine @ Don Perico,1
"I just wanted my foot to pop, yenno? @ Greystone Mansion",2
So much fun today with my Hawaii fam! I will certainly miss you guys! Love you lots! Hope you…,2
"Aw my little coyote is so fancy #photography #chihuahua #mychild @ Newark, California",2
Our Future Professionals are all these and more!! Come see what the #PMTSLife is all about on…,2
Crowd looking good nice &amp; early outside Staples Center #calibash2016 @ Staples Center,3
About to board!!!! #MTPtrain @ Union Station Los Angeles,3
I made this today! @ Blue Octopus,4
"In honor of #happygayunclesday ️ #happygunclesday #guncle #guncles @ Chula Vista, California",0
Love these posts from my amazing friends! @user #makeuptutorial #makeupaddict #beauty…,2
The BAYAREA pretty coo,4
Had a blast sampling gluten_free_galaxy at cinderwines tonight during the ICSA mixer #ICSA…,4
I'm starting to think my grandpa think he a teenager again ( him and my grandma remind me of…,1
Today's happy place #sonoma #sonomacounty #mywherever #exploring #seetheworld…,4
Amazing food with great company is the best way to spend a Sunday! #weekend #laeats #artsdistrict…,4
"BFF catchup over local beers &amp; fries ️ The grownup version of an 8th grade ritual (@ The Hilt in Portland, OR)",0
Today is the day! Change Your Life.Private Training/Online Coaching:…,3
Dinner date with these too cuties . I love Janas big cheesy fake smile lol. #babyjana…,2
@user I would have rather worked,4
Mo Fire Mo Fire Come check it out tonight @user I'll be slinging drinks all night…,3
"""@qjay3_: I wanna start a YouTube channel""do that",1
getphysicalmusic DJ T. Playing that fire #beautifulman #getphysical #letsgetphysical…,3
"Baby light my fire chicxchambray @ Las Vegas, Nevada",3
"Harry, Newt, journals I don't need and Barnes &amp; Noble psssssttt.... they changed Daniel…",4
#fbf that one time we all were too turnt to cram in the selfie …,1
Always great to see #editorial #fashion #photographer @user again #androgynous…,4
Mission emblem #ISS #Archinaut #MadeInSpace #ESAMM for space additive manufacturing @ NASA…,4
When u have enough skirt to cuddle everyone @ Perch,2
LATIN BARBIES #VFRphotography @ The Phoenix Theater,3
Round two!!! @ The Ventura Harbor Comedy Club,1
@user that fucken snap,1
Kate at work ️ sound therapy with Tibetan bowls #amazing #ESACachievementAndWellnessCenter…,0
"""When I'm nervous I fart"" Lmao",1
I've been tryna have a heart and act like I care but damn these niggas make it hard,1
Amazing #sundayfunday with simply amazing people ️ ️#jetsocialite #teamhyland #westhollywood…,0
Back at it again vanguardloungelv #DjBassBlacc #LasVegas #downtown#fremont #party #drinks #edm…,3
It's lit This kid is nasty!!bikelife_rick #thebourneidentity #hiphop #queens #goodmusic…,3
@ Sea Lions At Pier 39,0
"Miss these ladies. #family #love @ Huntington Beach, California",2
2nd theater and 3rd movie of the day a new record #badmoms #suicidesquad #sausageparty (at @user,1
"Typical gloomy day in portland Oregon. My home ️ @ Portland, Oregon",0
Love Star Wars Battlefront with my free Captain Plasma POP !!! #videogamer #videogames #videogaming…,3
Tonight is the last Youth &amp; YA meet-up of the year and it's gonna be FIRE!!! It's in Encounter…,3
Disneyland yesterday was LIT lol #Disneyland #CaliforniaAdventures #FamilyTime @ Disneyland,3
"Whisky a go-go burns so good, fools #losangeles #punk #rocknroll #sunsetblvd #turnuponatuesday…",3
#bigchilling @ My Canton,3
Back when I was 21 in Vegas on my #MaliaObama lol #wealldoit @user,1
Just loving my outfit so much pink + black @ San Diego State University,1
The only time I die of laughter is when I'm with you guys! #disney @ Disneyland/California…,2
I can't with this kid bryant_de_groot #reunited @ City Of Escalon,1
"Doesn' t matter what people say about you, just live your life and be happy @ San Diego, California",4
We got a tree too #NYC #adventuretime @ Seattle Underground Tour,1
One last pic from last weekend of me crafting @user eyebrow extensions on the lovely …,2
Concert in the park @ Pioneer Park Concerts In The Park!,2
Salmon sashimi w my fiancé russellmartin69 @ Sushi Shunka,4
2009 Mercedes Sl63 Black Series Only 1600 miles. $232k #blackseries #sl63amg #mercedes…,3
I'm High On Loving You #FGL #holy @ Sleep Train Amphitheatre,2
grinding on new music . and thank you @user for the custom headphones!,4
"Glad I got to be in Muk for your birthday, even if it was completely dark :-) @ Mukilteo, Washington",2
Back at the office tonight! @user is gonna be Got lots of homies coming thru and I'll…,3
Gettin' low with 315 Change Your Life.Private Training/Online Coaching:…,3
"This is why I SUMMER. Not like I can't eat this any other season, but boy how I love warm…",0
Me as a tinny little baby with my dad awe!! #measababy #babypics #baby #sweet #awe #selfie…,4
She so petty #BullsVsClippers #DontSayIDidntTellYou @ Staples Center,1
Clarinets at the Beat $C Bonfire! It'll be 4 years in a row Saturday. …,3
"What you think?? @ Los Angeles, California",1
Hawaii bound @ SEA - Seattle-Tacoma International Airport,4
I'm still full from lunch I can't eat this tomorrow so I guess I…,1
"Missed her @ John Wayne Airport, Orange County",2
"Friday night in our 'hood ️ (@ Philly West in Los Angeles, CA)",0
#Repost wingkinginfuzed #nuffsaid ・・・#Repost cbdsavs with repostapp・・・Favorite hot sauce…,3
Love my new Tupperware lyshalou33 the Facebook party and your…,2
Heavenly moment. Mollie Fry is in the house. ️ #angel #goodmedicine #cannabisbroughtmehere #herstory…,0
THAT close! man I had a lot of fun with my Dad! Closest I've ever…,1
Power stance! @ Hideaway Park,1
I want to spend every birthday with you. ️ @ Mumm Napa Winery,0
Coming together to help the kids of olive.crest at last night's gala! beautiful women and…,2
Cozy #seattle #fourseasons #ferriswheel #westcoast #leftcoast @ Four…,3
more than blood #sisterdate #soulsister @ BJ's Restaurant and Brewhouse,2
I cook like this #brekky #friedrice #beefshanghairolls #hotdog #instagood #foodgasm #imacook…,4
Hotness!!! #gfp #glamflashphotography #weddingphotography #weddingphotographer…,3
"@user is on Valentine's Day means steamy, sensual and red hot. check out…",3
When you get the Niece and God Daughter a stuffed Olaf but comes with a #SJSharks blanket,1
"Sunset @ Pismo Beach, California",2
Just lil ole me. #stellarawards #stellarweekend #stellarawards2016 #StellarAwardsWeekend…,4
